post,presentation
"title='Nigerian Army Accuses Governor Wike of Election Bribery' key_findings=PostFindings(findings=[KeyFinding(type='Claim of Corruption', description='The post alleges that the Nigerian Army has accused Governor Wike of attempting to bribe them related to elections.'), KeyFinding(type='Social Media Engagement', description='The post has gained significant traction on social media, indicating high public interest in the claim.'), KeyFinding(type='Political Implications', description='The accusation could have serious implications for the upcoming elections, affecting public perception and trust.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the referenced claim', rationale='To ascertain the truth of the bribery allegation made against Governor Wike and provide clarity to the public.'), RecommendedAction(action='Could be flagged for potential misinformation', rationale='Given the seriousness of the accusation, it is important to ensure that information being shared is accurate to prevent unwarranted public influence.'), RecommendedAction(action='May warrant monitoring for engagement spike', rationale=""With the high number of retweets and favorites, monitoring future posts could help assess the claim's evolution and impact on public discourse."")]) process='Presentation completed' status='success' message=None","{'post_id': 'generated_gt_1d3da8cdf5867c1a0c62650809abdfa0', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.856, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.11)}, 'engagement_score': {'retweets': np.float64(0.03), 'favorites': np.float64(0.02), 'total': np.float64(0.05)}, 'influence_score': {'followers': np.float64(0.021), 'friends': np.float64(0.01), 'total': np.float64(0.031)}, 'context_penalty': 0.01}, 'requires_additional_context': True, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 250, 'favorites': 400, 'user_followers': 1500, 'user_friends': 300, 'top_claims': ['the Nigerian Army just accused Governor Wike of trying to bribe them to sway the elections'], 'text': 'Wow, the Nigerian Army just accused Governor Wike of trying to bribe them to sway the elections! This video is blowing up on social media. What do you all think? 🤔 #Nigeria #Election2023 #Wike', 'user_name': 'NigerianObserver', 'user_location': 'Port Harcourt, Nigeria', 'user_description': 'Passionate about politics and social justice. 🇳🇬', 'user_created': '2021-05-15 14:30:00', 'spam_score': 0.0}"
"title='Tinubu Announces Exit from 2023 Election' key_findings=PostFindings(findings=[KeyFinding(type='Factual Claim', description='The post claims that Bola Ahmed Tinubu is officially out of the election.'), KeyFinding(type='Emotional Signal', description='The tone suggests a significant and possibly controversial political shift.'), KeyFinding(type='User Perspective', description='The user identifies as critical of bad governance and is engaged in political discourse.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action=""Consider verifying the claim about Tinubu's participation in the election."", rationale='This statement could impact public perception and requires factual accuracy.'), RecommendedAction(action='Could be flagged for potential misinformation if no official source supports the claim.', rationale='False claims about election status could have serious implications for voter sentiment.'), RecommendedAction(action='May warrant further monitoring of user engagement around this post.', rationale='High urgency and amplification indicate a potential spike in public discourse on this topic.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1626286801110417408', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.833, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.11)}, 'engagement_score': {'retweets': np.float64(0.004), 'favorites': np.float64(0.002), 'total': np.float64(0.006)}, 'influence_score': {'followers': np.float64(0.027), 'friends': np.float64(0.015), 'total': np.float64(0.042)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 1.0, 'favorites': 1.0, 'user_followers': 12492, 'user_friends': 5398, 'top_claims': ['Tinubu is officially out of this election.'], 'text': 'Tinubu is officially out of this election. Watch as he gives the audience a new date. NigeriaDecides2023 https:t.co3fIQO6PR5N', 'user_name': 'Pearl in Space🚀', 'user_location': 'space🚀', 'user_description': ""He's an Autodidact, a conscious-Zealot, Tech-enthusiast || 🎶📈 🎮📖 || ...dissident of bad governance || ...inspire me or let me be✌🏽"", 'user_created': '2011-05-06 15:38:12+00:00', 'spam_score': 0.2597841726618705}"
"title=""Comparing Prices: Nana Addo vs. Mahama's Kenkey"" key_findings=PostFindings(findings=[KeyFinding(type='Price Comparison', description=""The post claims a specific price difference between Nana Addo and Mahama's kenkey, attributing it to economic performance.""), KeyFinding(type='Politically Charged Statement', description='The message suggests that comparing the two politicians is irrelevant based on the price of a common food item.'), KeyFinding(type='User Sentiment', description='The statement carries a dismissive tone towards contrasts between the two political figures.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the referenced price claims about kenkey.', rationale='The claim compares the economic implications of former presidents; accuracy is necessary for informed public discourse.'), RecommendedAction(action='May warrant monitoring for engagement spikes due to political sentiment.', rationale='As the post discusses two prominent political figures, engagement could increase, affecting public perceptions.'), RecommendedAction(action='Could be flagged for potential misinformation regarding economic comparisons.', rationale='The simplification of complex political figures into a food price comparison may mislead audiences about broader issues.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1633435106185474048', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Moderately urgent', 'max_amplifiability': 'Medium', 'priority_score': 0.584, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.24), 'amplifiability_component': np.float64(0.21), 'total': np.float64(0.45)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.0), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.03), 'famous_entities': np.float64(0.01), 'total': np.float64(0.1)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.002), 'total': np.float64(0.002)}, 'influence_score': {'followers': np.float64(0.027), 'friends': np.float64(0.005), 'total': np.float64(0.032)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': True, 'famous_entities_identified': True, 'emotional_intensity': False, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 1.0, 'user_followers': 12334.0, 'user_friends': 15, 'top_claims': ['NAkufoAddo kenkey 3 cedis is JDMahama kenkey 1 cedis.'], 'text': 'NAkufoAddo kenkey 3 cedis is JDMahama kenkey 1 cedis. That is why u dont have to compare Nana Addo to Mahama. Ma https:t.co9L23nNQpbM', 'user_name': 'KOKO TV Nigeria 🇳🇬', 'user_location': 'Lagos State, Nigeria', 'user_description': 'Best Fashion & Lifestyle Media Platform 2022 Winner', 'user_created': '2013-10-14 13:21:29+00:00', 'spam_score': 0.2619927536231884}"
"title='Peter Obi Declared Winner of Enugu Election' key_findings=PostFindings(findings=[KeyFinding(type='Claim', description='The post claims that Peter Obi wins the Enugu election in a landslide.'), KeyFinding(type='Emotional Signal', description='The announcement carries a tone of urgency and excitement.'), KeyFinding(type='Amplification Risk', description='The claim is highly shareable, with significant engagement from followers.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the electoral results referenced in the post.', rationale=""The claim regarding Peter Obi's victory is significant and should be fact-checked to ensure accuracy.""), RecommendedAction(action='Could be flagged for potential misinformation if no credible source confirms the claim.', rationale=""Given the high urgency and amplification potential, it's critical to verify before allowing further spread.""), RecommendedAction(action='May warrant monitoring for engagement spike and public reaction.', rationale=""The post's nature and the profile of the poster could lead to increased discussions in political circles."")]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1630199203757543424', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.9, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.03), 'famous_entities': np.float64(0.01), 'total': np.float64(0.14)}, 'engagement_score': {'retweets': np.float64(0.017), 'favorites': np.float64(0.016), 'total': np.float64(0.033)}, 'influence_score': {'followers': np.float64(0.042), 'friends': np.float64(0.01), 'total': np.float64(0.052)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': True, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 24.0, 'favorites': 119.0, 'user_followers': 2057959, 'user_friends': 334, 'top_claims': ['Peter Obi wins Enugu in landslide victory'], 'text': 'JUST IN: NigeriaDecides2023: Peter Obi wins Enugu in landslide victory https:t.coR37d6GmHgO', 'user_name': 'Premium Times', 'user_location': 'Abuja, Nigeria', 'user_description': 'A multimedia Nigerian publication delivering fresh, factual & reliable news. We offer the fastest breaking news and the deepest investigative reports.', 'user_created': '2011-09-15 14:08:13+00:00', 'spam_score': 0.2883253588516747}"
"title='FG Launches National Schools Security Coordination Centre' key_findings=PostFindings(findings=[KeyFinding(type='claim announcement', description='The post claims the Nigerian federal government has launched a National Schools Security and Emergency Coordination Centre.'), KeyFinding(type='source credibility', description='The user is relatively established with a significant following, which may lend some credibility to the claim.'), KeyFinding(type='low urgency', description='The claim is not considered urgent and has low amplifiability based on engagement metrics.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the referenced claim about the National Schools Security Centre.', rationale='Verification is necessary to confirm the accuracy of the claim being shared.'), RecommendedAction(action='Could be flagged for monitoring due to its potential relevance to school safety.', rationale='Given the ongoing concerns about school safety in Nigeria, this claim could have significant implications.'), RecommendedAction(action='No immediate action appears necessary as the post shows low urgency and amplifiability.', rationale='The engagement metrics suggest that the post is not currently generating wide interest.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1626124802799857664', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Not urgent', 'max_amplifiability': 'Low', 'priority_score': 0.254, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.08), 'amplifiability_component': np.float64(0.07), 'total': np.float64(0.15)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.0), 'controversy_level': np.float64(0.0), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.03)}, 'engagement_score': {'retweets': np.float64(0.02), 'favorites': np.float64(0.013), 'total': np.float64(0.033)}, 'influence_score': {'followers': np.float64(0.031), 'friends': np.float64(0.01), 'total': np.float64(0.041)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': False, 'controversy_level': False, 'simplicity': True, 'retweets': 39.0, 'favorites': 59.0, 'user_followers': 39068, 'user_friends': 387, 'top_claims': ['FG Launches National Schools Security amp; Emergency Coordination Centre.'], 'text': ""FG Launches National Schools Security amp; Emergency Coordination Centre. It's one of the priority components in the P https:t.cogkekBpDqHP"", 'user_name': 'Bushkiddo', 'user_location': 'Kano, Nigeria', 'user_description': 'Bsc. Physics 🇳🇬 | Advert specialist | bushkiddo@gmail.com', 'user_created': '2011-10-18 20:01:37+00:00', 'spam_score': 0.2538888888888889}"
"title='Election Results from Rumuodara Ward: LP Leads' key_findings=PostFindings(findings=[KeyFinding(type='Vote Count Summary', description='The user reported the following vote counts: LP 329, PDP 61, APC 26, Accord 2, NNPP.'), KeyFinding(type='User Engagement', description='The post has garnered minimal engagement with only 1 favorite.'), KeyFinding(type='Geolocation Context', description='The post originates from Rivers, Nigeria, indicating local election reporting.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the reported vote counts.', rationale='Accurate reporting of vote counts is crucial for election integrity.'), RecommendedAction(action='May warrant monitoring for further user engagement.', rationale='The post shows low engagement but could lead to increased activity as elections progress.'), RecommendedAction(action='Could be flagged for potential misinformation if vote data is inaccurate.', rationale='Misinformation related to election results can significantly influence public perception and actions.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1629562987605372928', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Moderately urgent', 'max_amplifiability': 'Medium', 'priority_score': 0.542, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.24), 'amplifiability_component': np.float64(0.21), 'total': np.float64(0.45)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.0), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.07)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.002), 'total': np.float64(0.002)}, 'influence_score': {'followers': np.float64(0.012), 'friends': np.float64(0.009), 'total': np.float64(0.02)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': False, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 1.0, 'user_followers': 53, 'user_friends': 145, 'top_claims': ['Rep LP 329 PDP 61 APC 26 Accord 2 NNPP'], 'text': 'NigeriaDecides2023 As it happened in my P.U Ward 2 Unit 008 Rumuodara Rep LP 329 PDP 61 APC 26 Accord 2 NNPP https:t.co2UGLrDx9uB', 'user_name': 'salem tony', 'user_location': 'Rivers, Nigeria', 'user_description': 'Writer... Business man', 'user_created': '2010-10-29 13:05:39+00:00', 'spam_score': 0.2804754457303722}"
"title='Vote for Labour Party on March 11, 2023' key_findings=PostFindings(findings=[KeyFinding(type='Claim', description='The post encourages voting for the Labour Party on a specific date.'), KeyFinding(type='Urgency', description='The message indicates a specific upcoming election date, suggesting immediate action.'), KeyFinding(type='Engagement Potential', description='The post is shared by a user actively involved in community and relationship-building efforts.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the voting date and related claims.', rationale='Ensures accuracy regarding the election schedule presented to the public.'), RecommendedAction(action='Could be flagged for potential misinformation dissemination.', rationale='The promotion of a specific political party may require scrutiny for context and intentions.'), RecommendedAction(action='May warrant further monitoring for engagement as the election date approaches.', rationale='High urgency and potential for emotional responses could lead to increased interactions.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1637107559973658624', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.818, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.11)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.0), 'total': np.float64(0.0)}, 'influence_score': {'followers': np.float64(0.022), 'friends': np.float64(0.011), 'total': np.float64(0.033)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 0.0, 'user_followers': 2236.0, 'user_friends': 472, 'top_claims': ['Go out on Saturday 11th March 2023, vote for Labour Party LP.'], 'text': 'Go out on Saturday 11th March 2023, vote for Labour Party LP. -PO https:t.coIHOFDvpYJV', 'user_name': 'Precious Ajunwa', 'user_location': nan, 'user_description': 'Facilitating #healthyrelationships  #genderequality & democratizing access to PeaceEd through tech.\r\nBuilding @thepacificpractice  | Volunteer @galaxyforpeace', 'user_created': '2011-01-09 01:52:22+00:00', 'spam_score': 0.2542857142857143}"
"title='Successful TMG Osun State Training Supported by USAID' key_findings=PostFindings(findings=[KeyFinding(type='Success Claim', description='TMG Nigeria claims that the step down training in Osun State was successful.'), KeyFinding(type='Partnership Mention', description='The training received support from USAID Nigeria.'), KeyFinding(type='Event Date', description='The event occurred on August 2, 2023.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the success of the training event.', rationale='Confirmation from third-party sources would ensure accuracy of the claim.'), RecommendedAction(action='May warrant monitoring for any related engagement spikes.', rationale='The mention of USAID could attract attention and engagement.'), RecommendedAction(action='Could be flagged for potential misinformation if part of a larger disinformation context.', rationale='Ensuring the accuracy of claims related to reputable organizations like USAID is crucial.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1623456077122764800', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Not urgent', 'max_amplifiability': 'Low', 'priority_score': 0.247, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.08), 'amplifiability_component': np.float64(0.07), 'total': np.float64(0.15)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.0), 'controversy_level': np.float64(0.0), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.03), 'famous_entities': np.float64(0.01), 'total': np.float64(0.06)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.004), 'total': np.float64(0.004)}, 'influence_score': {'followers': np.float64(0.024), 'friends': np.float64(0.01), 'total': np.float64(0.033)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': True, 'famous_entities_identified': True, 'emotional_intensity': False, 'controversy_level': False, 'simplicity': True, 'retweets': 0.0, 'favorites': 2.0, 'user_followers': 3563, 'user_friends': 265, 'top_claims': ['TMG Osun State step down training was successful today 822023'], 'text': 'TMG Osun State step down training was successful today 822023, with support from USAIDNigeria NigeriaScale https:t.co2F5dXxK8Z1', 'user_name': 'TMG Nigeria', 'user_location': 'Abuja, Nigeria', 'user_description': 'The Transition Monitoring Group (TMG) is the foremost independent civil society election observation organization in Nigeria.', 'user_created': '2012-05-11 11:16:39+00:00', 'spam_score': 0.2141898148148148}"
"title='Low Voter Turnout Reported in Ikoyi III Polling Unit' key_findings=PostFindings(findings=[KeyFinding(type='Claim of low voter participation', description='The post claims that only three people voted in a specific polling unit during an election.'), KeyFinding(type='Emotional confusion', description='The poster expresses confusion and frustration over the reported low voter turnout.'), KeyFinding(type='Urgency in questioning electoral process', description='The post suggests an urgency to address or verify the situation regarding the voting process.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the claim about voter turnout.', rationale='The reported low voter turnout could reflect significant electoral concerns; verification is needed.'), RecommendedAction(action='May warrant monitoring for engagement spike.', rationale='Given the emotional intensity of the post, it may gain traction, necessitating close observation.'), RecommendedAction(action='Could be flagged for potential misinformation.', rationale='The claim about voter turnout, if inaccurate, could mislead the public about the electoral process.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1629929522412810240', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.797, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.0), 'total': np.float64(0.1)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.002), 'total': np.float64(0.002)}, 'influence_score': {'followers': np.float64(0.018), 'friends': np.float64(0.011), 'total': np.float64(0.03)}, 'context_penalty': 0.01}, 'requires_additional_context': True, 'is_famous_poster': False, 'famous_entities_identified': False, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 1.0, 'user_followers': 534, 'user_friends': 675, 'top_claims': ['Only three persons voted in a Polling unit in Ikoyi III'], 'text': ""inecnigeria wetin dey happen for here?? Only three persons voted in a Polling unit in Ikoyi III??? Why isn't the t https:t.cohmgCyJVf1q"", 'user_name': 'Unku David', 'user_location': 'Trench, Trencher, Trenches', 'user_description': 'Software Developer @Acecore_Inc | Data Analyst | #Python #Dart #Flutter\r\nNever be afraid of failure, but be most scared of not trying again.\r\n\r\n#GGMU #MUFC', 'user_created': '2018-06-08 08:37:09+00:00', 'spam_score': 0.3011038961038961}"
"title='Claim of Election Result Manipulation in Opobo Nkoro LGA Resisted' key_findings=PostFindings(findings=[KeyFinding(type='Claim of interference', description='The post asserts attempted manipulation of election results in Opobo Nkoro.'), KeyFinding(type='User emotional engagement', description=""The user's tone suggests a strong emotional response to the alleged political actions.""), KeyFinding(type='Contextual relevance', description='The claim is tied to recent political tensions and electoral integrity issues in Nigeria.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action=""Consider verifying the claim about Peterside Dakuku's actions."", rationale='It is critical to ascertain the accuracy of the assertion regarding election result manipulation.'), RecommendedAction(action='Could be flagged for potential misinformation if unsubstantiated.', rationale='Given the high urgency and amplification potential of the claim, addressing possible misinformation is essential.'), RecommendedAction(action='May warrant further monitoring for community reactions and engagement.', rationale='Monitoring could provide insights into the spread and impact of the claim on public discourse around the elections.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1633356770100879104', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.798, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.11)}, 'engagement_score': {'retweets': np.float64(0.0), 'favorites': np.float64(0.0), 'total': np.float64(0.0)}, 'influence_score': {'followers': np.float64(0.013), 'friends': np.float64(0.01), 'total': np.float64(0.023)}, 'context_penalty': 0.01}, 'requires_additional_context': True, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 0.0, 'favorites': 0.0, 'user_followers': 95.0, 'user_friends': 312, 'top_claims': ['PetersideDakukus attempt to change OpoboNkoro LGA result after loosing his unit has been resisted.'], 'text': 'PetersideDakukus attempt to change OpoboNkoro LGA result after loosing his unit has been resisted.The former APC https:t.couGusil0dgl', 'user_name': 'Miss Warri #ENDSARS', 'user_location': 'Dubai ', 'user_description': 'Black. Woman. Itsekiri-Nigerian 🇳🇬\r\n\r\nProud #titan. I stan @feminist_co', 'user_created': '2020-10-12 03:25:26+00:00', 'spam_score': 0.2845887445887446}"
"title='Misinformation Alert: 2023 Election Dates Misrepresented' key_findings=PostFindings(findings=[KeyFinding(type='claim refutation', description='The post claims that the February 25th presidential elections will not occur.'), KeyFinding(type='emotional signal', description=""The user expresses frustration and indignation by labeling the information as 'FAKE NEWS.'""), KeyFinding(type='urgency', description=""The claim is marked as 'very urgent,' indicating immediate attention is necessary."")]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the claim about the election date.', rationale='The claim contradicts official election announcements and could mislead voters.'), RecommendedAction(action='Could be flagged for potential misinformation.', rationale=""The phrasing 'fake news' could contribute to misinformation spread regarding electoral processes.""), RecommendedAction(action='May warrant monitoring for engagement spikes.', rationale='The urgency and emotional intensity of the post may lead to increased sharing and influence.')]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1625947303310774272', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Very urgent', 'max_amplifiability': 'High', 'priority_score': 0.796, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.36), 'amplifiability_component': np.float64(0.315), 'total': np.float64(0.675)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.04), 'controversy_level': np.float64(0.04), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.0), 'total': np.float64(0.1)}, 'engagement_score': {'retweets': np.float64(0.004), 'favorites': np.float64(0.002), 'total': np.float64(0.006)}, 'influence_score': {'followers': np.float64(0.008), 'friends': np.float64(0.007), 'total': np.float64(0.015)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': False, 'emotional_intensity': True, 'controversy_level': True, 'simplicity': True, 'retweets': 1.0, 'favorites': 1.0, 'user_followers': 14, 'user_friends': 50, 'top_claims': ['2023 presidential elections will still hold on the 25th of February'], 'text': 'FAKE NEWS 2023 presidential elections will still hold on the 25th of February StopFakeNews NigeriaDecides2023 https:t.cozRPGNoZeqZ', 'user_name': 'patriot', 'user_location': 'Abuja, Nigeria', 'user_description': 'NIGERIA MuST BE ONE', 'user_created': '2022-11-01 17:11:02+00:00', 'spam_score': 0.2731384892086331}"
"title='Voter Claims from Alimosho: Insights on Election Process' key_findings=PostFindings(findings=[KeyFinding(type='User Claim', description='The user claims to have voted for officialABAT at a specific polling station.'), KeyFinding(type='Election Activity', description='User participated in the voting process during the election.'), KeyFinding(type='Location-Specific Voting', description='The claim is tied to a particular location, Abesan Primary School in Alimosho.')]) recommended_actions=FactCheckerRecommendations(recommendations=[RecommendedAction(action='Consider verifying the voting claim', rationale=""It is unclear whether the user's experience reflects broader trends in voter turnout and behavior.""), RecommendedAction(action='May warrant monitoring for potential misinformation', rationale='As elections unfold, statements about voting can influence public perception and may require clarification.'), RecommendedAction(action='Could be flagged for community engagement analysis', rationale=""Understanding the user's influence based on their social media engagement could provide insights into voter sentiments."")]) process='Presentation completed' status='success' message=None","{'post_id': 'original_ngt_1629440126584594432', 'has_checkworthy_claims': True, 'num_claims': 1, 'max_urgency': 'Not urgent', 'max_amplifiability': 'Low', 'priority_score': 0.212, 'priority_score_breakdown': {'base_score': {'urgency_component': np.float64(0.08), 'amplifiability_component': np.float64(0.07), 'total': np.float64(0.15)}, 'boost_from_flags': {'emotional_intensity': np.float64(0.0), 'controversy_level': np.float64(0.0), 'simplicity': np.float64(0.02), 'famous_poster': np.float64(0.0), 'famous_entities': np.float64(0.01), 'total': np.float64(0.03)}, 'engagement_score': {'retweets': np.float64(0.004), 'favorites': np.float64(0.002), 'total': np.float64(0.006)}, 'influence_score': {'followers': np.float64(0.014), 'friends': np.float64(0.011), 'total': np.float64(0.026)}, 'context_penalty': 0.0}, 'requires_additional_context': False, 'is_famous_poster': False, 'famous_entities_identified': True, 'emotional_intensity': False, 'controversy_level': False, 'simplicity': True, 'retweets': 1.0, 'favorites': 1.0, 'user_followers': 145, 'user_friends': 640, 'top_claims': ['Me and my wife just came from voting for officialABAT at Abesan Primary School, Alimosho.'], 'text': 'Me and my wife just came from voting for officialABAT at Abesan Primary School, Alimosho. The BVAS machine worki https:t.coAetKj3ipLj', 'user_name': 'baloGUN bioDUN', 'user_location': 'Lagos, Nigeria', 'user_description': 'When U Kneel down to God, He Stands up for U.\r\nBe who you are, no matter who you are. --@JohnCena', 'user_created': '2014-02-19 22:09:33+00:00', 'spam_score': 0.2617857142857143}"
